match_id,season,season_start_year,match_date,team,opponent,venue,venue_ko,goals_for,goals_against,goal_difference,result,points,shots_for,shots_against,shots_on_target_for,shots_on_target_against,corners_for,corners_against,fouls_committed,fouls_drawn,yellow_cards,red_cards,clean_sheet,scored,match_stats_available,team_match_number,rolling_points_last5,rolling_goal_diff_last5
20012002_155,2001-2002,2001,2001-12-18,Borussia Mönchengladbach,Bayern München,Away,원정,0,0,0,D,1,4,10,1,5,4,4,24,14,1,0,True,False,True,18,3,-4
20012002_165,2001-2002,2001,2002-01-26,Borussia Mönchengladbach,1. FC Kaiserslautern,Home,홈,0,2,-2,L,0,14,9,5,4,7,6,20,19,2,0,False,False,True,19,3,-4
20012002_176,2001-2002,2001,2002-02-02,Borussia Mönchengladbach,Schalke 04,Away,원정,0,2,-2,L,0,13,6,5,2,5,4,16,18,2,0,False,False,True,20,2,-6
20012002_182,2001-2002,2001,2002-02-05,Borussia Mönchengladbach,1. FC Köln,Home,홈,4,0,4,W,3,19,11,11,3,6,2,19,17,2,0,True,True,True,21,5,0
20012002_190,2001-2002,2001,2002-02-09,Borussia Mönchengladbach,Bayer Leverkusen,Away,원정,0,5,-5,L,0,9,14,2,8,4,11,14,14,2,1,False,False,True,22,4,-5
20012002_202,2001-2002,2001,2002-02-16,Borussia Mönchengladbach,Hamburger SV,Home,홈,2,1,1,W,3,19,13,5,5,4,8,15,16,1,0,False,True,True,23,6,-4
20012002_210,2001-2002,2001,2002-02-23,Borussia Mönchengladbach,FC St. Pauli,Away,원정,1,1,0,D,1,7,8,5,5,5,10,20,16,1,0,False,True,True,24,7,-2
20012002_219,2001-2002,2001,2002-03-02,Borussia Mönchengladbach,Werder Bremen,Home,홈,1,0,1,W,3,18,15,7,6,7,8,15,11,1,0,True,True,True,25,10,1
20012002_229,2001-2002,2001,2002-03-09,Borussia Mönchengladbach,Borussia Dortmund,Away,원정,1,3,-2,L,0,8,12,1,6,3,6,19,22,3,0,False,True,True,26,7,-5
20012002_237,2001-2002,2001,2002-03-16,Borussia Mönchengladbach,1. FC Nürnberg,Home,홈,1,0,1,W,3,20,10,8,7,9,5,13,21,3,0,True,True,True,27,10,1
20012002_249,2001-2002,2001,2002-03-23,Borussia Mönchengladbach,SC Freiburg,Away,원정,1,0,1,W,3,18,10,4,4,6,6,20,13,0,0,True,True,True,28,10,1
20012002_256,2001-2002,2001,2002-03-30,Borussia Mönchengladbach,Hertha BSC,Home,홈,3,1,2,W,3,11,4,7,2,5,6,10,15,1,0,False,True,True,29,12,3
20012002_264,2001-2002,2001,2002-04-06,Borussia Mönchengladbach,Energie Cottbus,Away,원정,3,3,0,D,1,13,10,7,7,6,8,17,17,3,0,False,True,True,30,10,2
20012002_274,2001-2002,2001,2002-04-13,Borussia Mönchengladbach,VfL Wolfsburg,Home,홈,0,2,-2,L,0,15,12,4,5,6,5,16,17,1,0,False,False,True,31,10,2
20012002_287,2001-2002,2001,2002-04-21,Borussia Mönchengladbach,VfB Stuttgart,Home,홈,2,2,0,D,1,13,10,6,3,12,6,9,12,1,0,False,True,True,32,8,1
20012002_294,2001-2002,2001,2002-04-27,Borussia Mönchengladbach,Hansa Rostock,Away,원정,1,1,0,D,1,15,19,7,7,3,16,18,12,1,0,False,True,True,33,6,0
20012002_301,2001-2002,2001,2002-05-04,Borussia Mönchengladbach,1860 München,Home,홈,2,4,-2,L,0,22,13,13,8,9,5,7,16,0,0,False,True,True,34,3,-4
20012002_005,2001-2002,2001,2001-07-28,Energie Cottbus,Hamburger SV,Home,홈,1,0,1,W,3,11,6,2,1,6,3,24,23,2,0,True,True,True,1,3,1
20012002_015,2001-2002,2001,2001-08-04,Energie Cottbus,Werder Bremen,Away,원정,2,3,-1,L,0,10,23,3,5,3,9,21,9,5,0,False,True,True,2,3,0
20012002_022,2001-2002,2001,2001-08-11,Energie Cottbus,1. FC Nürnberg,Home,홈,1,0,1,W,3,7,10,2,4,4,7,25,17,3,0,True,True,True,3,6,1
20012002_035,2001-2002,2001,2001-08-19,Energie Cottbus,Hertha BSC,Away,원정,3,2,1,W,3,11,15,3,5,5,5,23,10,3,0,False,True,True,4,9,2
20012002_040,2001-2002,2001,2001-09-08,Energie Cottbus,VfL Wolfsburg,Home,홈,3,3,0,D,1,11,8,3,2,7,10,13,14,2,0,False,True,True,5,10,2
20012002_053,2001-2002,2001,2001-09-16,Energie Cottbus,Hansa Rostock,Away,원정,0,0,0,D,1,7,13,3,7,4,10,15,10,3,1,True,False,True,6,8,1
20012002_058,2001-2002,2001,2001-09-22,Energie Cottbus,Bayern München,Home,홈,0,3,-3,L,0,10,13,4,8,8,8,12,22,1,0,False,False,True,7,8,-1
20012002_068,2001-2002,2001,2001-09-29,Energie Cottbus,Schalke 04,Away,원정,0,2,-2,L,0,10,15,5,4,5,15,21,20,3,0,False,False,True,8,5,-4
20012002_076,2001-2002,2001,2001-10-13,Energie Cottbus,Bayer Leverkusen,Home,홈,2,3,-1,L,0,23,11,10,4,13,0,24,22,4,0,False,True,True,9,2,-6
20012002_085,2001-2002,2001,2001-10-20,Energie Cottbus,FC St. Pauli,Away,원정,0,4,-4,L,0,12,17,3,7,4,10,17,18,3,1,False,False,True,10,1,-10
20012002_095,2001-2002,2001,2001-10-27,Energie Cottbus,Borussia Dortmund,Home,홈,0,2,-2,L,0,8,10,5,5,1,5,28,15,4,0,False,False,True,11,0,-12
20012002_108,2001-2002,2001,2001-11-04,Energie Cottbus,SC Freiburg,Away,원정,1,3,-2,L,0,16,11,7,5,3,5,18,17,3,0,False,True,True,12,0,-11
20012002_117,2001-2002,2001,2001-11-18,Energie Cottbus,Borussia Mönchengladbach,Away,원정,0,0,0,D,1,7,24,1,7,4,7,27,15,2,0,True,False,True,13,1,-9
20012002_120,2001-2002,2001,2001-11-24,Energie Cottbus,VfB Stuttgart,Home,홈,0,0,0,D,1,4,11,2,5,3,4,27,14,4,1,True,False,True,14,2,-8
20012002_130,2001-2002,2001,2001-12-01,Energie Cottbus,1860 München,Away,원정,0,1,-1,L,0,4,13,2,7,2,8,11,10,0,1,False,False,True,15,2,-5
20012002_140,2001-2002,2001,2001-12-08,Energie Cottbus,1. FC Kaiserslautern,Home,홈,0,2,-2,L,0,16,8,6,3,12,3,24,22,3,0,False,False,True,16,2,-5
20012002_145,2001-2002,2001,2001-12-15,Energie Cottbus,1. FC Köln,Away,원정,0,0,0,D,1,2,7,1,6,1,3,18,7,3,0,True,False,True,17,3,-3
20012002_156,2001-2002,2001,2001-12-18,Energie Cottbus,Hamburger SV,Away,원정,2,5,-3,L,0,8,21,3,10,5,5,11,6,3,0,False,True,True,18,2,-6
20012002_171,2001-2002,2001,2002-01-27,Energie Cottbus,Werder Bremen,Home,홈,2,1,1,W,3,12,15,4,9,2,8,22,14,5,0,False,True,True,19,4,-5
20012002_173,2001-2002,2001,2002-02-02,Energie Cottbus,1. FC Nürnberg,Away,원정,0,2,-2,L,0,6,16,3,11,5,4,24,16,3,0,False,False,True,20,4,-6
20012002_183,2001-2002,2001,2002-02-05,Energie Cottbus,Hertha BSC,Home,홈,1,0,1,W,3,18,13,6,7,1,7,23,33,1,0,True,True,True,21,7,-3
20012002_195,2001-2002,2001,2002-02-09,Energie Cottbus,VfL Wolfsburg,Away,원정,1,2,-1,L,0,11,18,4,6,4,5,27,29,3,0,False,True,True,22,6,-4
20012002_207,2001-2002,2001,2002-02-17,Energie Cottbus,Hansa Rostock,Home,홈,3,0,3,W,3,16,14,8,4,4,7,31,22,6,0,True,True,True,23,9,2
20012002_209,2001-2002,2001,2002-02-23,Energie Cottbus,Bayern München,Away,원정,0,6,-6,L,0,5,16,0,8,2,7,20,9,1,1,False,False,True,24,6,-5
20012002_220,2001-2002,2001,2002-03-02,Energie Cottbus,Schalke 04,Home,홈,2,0,2,W,3,10,15,6,7,3,9,14,21,3,0,True,True,True,25,9,-1
20012002_227,2001-2002,2001,2002-03-09,Energie Cottbus,Bayer Leverkusen,Away,원정,0,2,-2,L,0,6,17,0,8,1,12,27,13,4,0,False,False,True,26,6,-4
20012002_238,2001-2002,2001,2002-03-16,Energie Cottbus,FC St. Pauli,Home,홈,4,0,4,W,3,16,7,7,3,6,7,17,14,3,0,True,True,True,27,9,1
20012002_251,2001-2002,2001,2002-03-24,Energie Cottbus,Borussia Dortmund,Away,원정,0,3,-3,L,0,14,26,7,13,4,6,14,14,3,1,False,False,True,28,6,-5
20012002_257,2001-2002,2001,2002-03-30,Energie Cottbus,SC Freiburg,Home,홈,2,0,2,W,3,12,5,4,1,6,4,19,21,1,0,True,True,True,29,9,3
20012002_264,2001-2002,2001,2002-04-06,Energie Cottbus,Borussia Mönchengladbach,Home,홈,3,3,0,D,1,10,13,7,7,8,6,17,17,3,0,False,True,True,30,7,1
20012002_279,2001-2002,2001,2002-04-14,Energie Cottbus,VfB Stuttgart,Away,원정,0,0,0,D,1,10,16,4,6,5,10,29,17,3,0,True,False,True,31,8,3
20012002_284,2001-2002,2001,2002-04-20,Energie Cottbus,1860 München,Home,홈,1,1,0,D,1,25,11,4,1,8,5,12,18,1,0,False,True,True,32,6,-1
20012002_289,2001-2002,2001,2002-04-27,Energie Cottbus,1. FC Kaiserslautern,Away,원정,0,4,-4,L,0,5,19,1,10,2,10,17,12,3,0,False,False,True,33,6,-2
20012002_302,2001-2002,2001,2002-05-04,Energie Cottbus,1. FC Köln,Home,홈,2,3,-1,L,0,14,9,9,5,11,1,19,15,3,0,False,True,True,34,3,-5
20012002_008,2001-2002,2001,2001-07-29,FC St. Pauli,Hertha BSC,Home,홈,0,0,0,D,1,9,12,4,4,1,1,20,24,1,0,True,False,True,1,1,0
20012002_014,2001-2002,2001,2001-08-04,FC St. Pauli,VfL Wolfsburg,Away,원정,1,1,0,D,1,12,31,6,18,1,13,15,18,2,0,False,True,True,2,2,0
20012002_026,2001-2002,2001,2001-08-12,FC St. Pauli,Hansa Rostock,Home,홈,0,1,-1,L,0,17,13,5,6,6,6,24,24,3,0,False,False,True,3,2,-1
20012002_028,2001-2002,2001,2001-08-18,FC St. Pauli,Bayern München,Away,원정,0,2,-2,L,0,6,18,4,9,8,8,21,12,2,0,False,False,True,4,2,-3
20012002_041,2001-2002,2001,2001-09-08,FC St. Pauli,Schalke 04,Home,홈,0,2,-2,L,0,9,6,4,3,6,2,11,12,0,0,False,False,True,5,2,-5
20012002_047,2001-2002,2001,2001-09-15,FC St. Pauli,Bayer Leverkusen,Away,원정,1,3,-2,L,0,4,17,2,6,1,8,20,16,4,0,False,True,True,6,1,-7
20012002_063,2001-2002,2001,2001-09-23,FC St. Pauli,Borussia Mönchengladbach,Away,원정,2,2,0,D,1,3,23,3,12,5,10,24,29,3,0,False,True,True,7,1,-7
20012002_065,2001-2002,2001,2001-09-29,FC St. Pauli,Borussia Dortmund,Home,홈,1,2,-1,L,0,6,16,2,8,6,14,12,23,2,0,False,True,True,8,1,-7
20012002_078,2001-2002,2001,2001-10-13,FC St. Pauli,SC Freiburg,Away,원정,2,2,0,D,1,6,9,6,4,5,6,22,19,3,0,False,True,True,9,2,-5
20012002_085,2001-2002,2001,2001-10-20,FC St. Pauli,Energie Cottbus,Home,홈,4,0,4,W,3,17,12,7,3,10,4,18,17,1,0,True,True,True,10,5,1
20012002_096,2001-2002,2001,2001-10-27,FC St. Pauli,VfB Stuttgart,Away,원정,0,2,-2,L,0,8,16,3,7,5,2,11,18,2,1,False,False,True,11,5,1
20012002_103,2001-2002,2001,2001-11-03,FC St. Pauli,1860 München,Home,홈,0,3,-3,L,0,20,8,8,4,10,5,20,29,3,0,False,False,True,12,4,-2
20012002_109,2001-2002,2001,2001-11-17,FC St. Pauli,1. FC Kaiserslautern,Away,원정,1,5,-4,L,0,9,13,4,6,2,13,10,9,1,0,False,True,True,13,4,-5
20012002_121,2001-2002,2001,2001-11-24,FC St. Pauli,1. FC Köln,Home,홈,1,2,-1,L,0,15,13,3,5,6,5,23,25,3,1,False,True,True,14,3,-6
20012002_134,2001-2002,2001,2001-12-02,FC St. Pauli,Hamburger SV,Away,원정,3,4,-1,L,0,14,22,7,7,6,5,28,27,3,0,False,True,True,15,0,-11
